full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Nanette Diaz Baragán,,immigration,2,"As Chair of the Congressional Hispanic Caucus, champions comprehensive immigration reform with pathways to citizenship. Cosponsored the American Dream and Promise Act, strongly defended DACA, and pushed for the American Hope Act. Told NPR regarding asylum restrictions 'We are saying that we're going to put basically an end to asylum. We cannot allow that to happen.'",https://barragan.house.gov/immigration/,https://chc.house.gov/media-center/press-releases/chc-chair-nanette-barragan-daca-anniversary,https://www.npr.org/2023/12/26/1221570150/to-get-ukraine-funding-biden-may-have-to-compromise-on-u-s-border-security
Nanette Diaz Baragán,,misinformation,2,"Cosponsored the Securing Elections from AI Deception Act (2024) which would prohibit use of AI to defraud voters and require disclaimers on AI-generated content, enforced by the FTC. Voted for H.R. 1 (For the People Act) which includes provisions prohibiting deceptive practices in elections and requiring transparency in political advertising.",https://barragan.house.gov/2024/04/19/in-the-spotlight-nanette-barragan/,https://www.congress.gov/bill/117th-congress/house-bill/1,
Nanette Diaz Baragán,,redistricting,1,"Voted for H.R. 1 (For the People Act, 2019 and 2021) which requires all states to establish independent citizen redistricting commissions for congressional redistricting, banning partisan gerrymandering. Also voted for H.R. 5746 (Freedom to Vote: John R. Lewis Act) which contains similar redistricting reform provisions.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://ballotpedia.org/Nanette_Barrag%C3%A1n,
Julia Brownley,,healthcare,2,"Strongly supports the ACA and expanding coverage but has NOT endorsed Medicare for All. The Courage California Progressive Voters Guide notes she 'has not publicly supported Medicare for All and accepts significant donations from health industry PACs.' Member of the centrist New Democrat Coalition. In 2019 said she wanted 'an open debate about the feasibility' of Medicare for All while focusing on ACA improvements.",https://juliabrownley.house.gov/brownley-talks-healthcare-infrastructure-and-veterans-issues/,https://progressivevotersguide.com/california/2024/general/julia-brownley?language_content_entity=en,https://juliabrownley.house.gov/brownley-remarks-at-press-conference-on-medicaid-cuts/
Julia Brownley,,abortion,1,"Member of the Pro-Choice Caucus and voted for the Women's Health Protection Act. In Jan 2026 introduced H.J.Res. 144, a CRA resolution to block Trump's VA abortion rule rollback. Introduced the Reproductive Freedom for Veterans Act in 2025. Brought a Planned Parenthood clinician as her 2024 SOTU guest. Called anti-choice GOP bills 'about control.'",https://juliabrownley.house.gov/brownley-statement-on-extreme-gop-bills-advancing-trumps-anti-choice-agenda/,https://www.congress.gov/bill/118th-congress/house-bill/12,https://justfacts.votesmart.org/candidate/political-courage-test/59904/julia-brownley
Julia Brownley,,tariffs,2,"As a member of the New Democrat Coalition's Trade and Tariffs Task Force, joined 44 colleagues in Feb 2026 demanding the Trump administration refund $175 billion in 'illegal tariffs' following the Supreme Court's ruling. Stated Trump's tariffs 'raised the cost of groceries, household goods, housing, and everyday life for working Americans.'",https://juliabrownley.house.gov/brownley-fellow-new-dem-members-call-on-trump-admin-to-refund-his-illegal-tariffs-ahead-of-state-of-the-union/,https://progressivevotersguide.com/california/2024/general/julia-brownley?language_content_entity=en,
Julia Brownley,,taxes,2,"Voted against the 2017 GOP Tax Cuts and Jobs Act, calling it 'a windfall for the wealthy and corporations enjoying historic profits' that 'robbed the middle class.' Voted for the Build Back Better Act (2021) stating it was 'fully paid for by making big corporations and the wealthiest pay their fair share.' Supports closing corporate tax loopholes but focuses on middle-class tax relief rather than the most expansive tax increases.",https://juliabrownley.house.gov/brownley-applauds-house-passage-of-the-build-back-better-act/,https://juliabrownley.house.gov/issues/tax-policy/,https://juliabrownley.house.gov/representative-challenges-president-s-proposed-tax-reform/
Julia Brownley,,same-sex-marriage,1,"Voted for the Respect for Marriage Act (Dec 2022). Introduced the Amend the Code for Marriage Equality Act multiple times (2019, 2022, 2025) to replace all gendered terms 'husband' and 'wife' in federal law with 'spouse.' Participated in the NOH8 Campaign in 2013. Endorsed by Equality California.",https://juliabrownley.house.gov/brownley-introduces-legislation-to-reflect-marriage-equality-in-federal-code/,https://juliabrownley.house.gov/brownley-introduces-bill-to-ensure-federal-code-better-reflects-lgbtq-equality/,
Julia Brownley,,religious-freedom,2,"Cosponsored and voted for the Equality Act (H.R. 5, 117th Congress), which explicitly limits RFRA from being used as a defense against LGBTQ anti-discrimination protections. Named a 'Trans Equality Champion' by Advocates for Trans Equality. Supported the Respect for Marriage Act which includes some religious liberty protections but primarily ensures marriage equality.",https://juliabrownley.house.gov/issues/civil-rights-civil-rights/,https://transequality.org/news/advocates-trans-equality-unveils-118th-congressional-champions-list,https://www.congress.gov/bill/117th-congress/house-bill/5
Julia Brownley,,trans-athletes,2,"Has not taken a specific on-the-record position directly addressing transgender athletes, but her broader legislative record shows strong support for transgender inclusion. Cosponsored the Transgender Bill of Rights (H.Res. 269, 2024 and 2026 reintroduction). Voted for the Equality Act protecting transgender students in education. Voted against the FY2024 NDAA over its anti-LGBTQ provisions. Supported VA gender-affirming surgery.",https://www.congress.gov/bill/118th-congress/house-resolution/269/cosponsors,https://juliabrownley.house.gov/brownley-statement-on-the-fy2024-national-defense-authorization-act/,
Julia Brownley,,ukraine-support,2,"Voted for HR 5692 (Ukraine Security Assistance and Oversight Supplemental Appropriations Act, 2024), HR 6968 (Suspending Energy Imports from Russia Act), and HR 7108 (Suspending Normal Trade Relations with Russia and Belarus Act). Also supported the REPO for Ukrainians Act (H.R. 4175) to confiscate Russian sovereign assets for Ukraine reconstruction.",https://justfacts.votesmart.org/candidate/political-courage-test/59904/julia-brownley,https://www.congress.gov/bill/118th-congress/house-bill/4175,https://www.congress.gov/member/julia-brownley/B001285
Julia Brownley,,medicare,2,"Rated 100% by both the Alliance for Retired Americans and the National Committee to Preserve Social Security and Medicare. Does NOT support Medicare for All (per Courage California) but fiercely defends and wants to expand current Medicare and Medicaid. In Feb 2026 denounced proposed Republican Medicaid cuts of 'nearly $1 trillion.' Voted for the Inflation Reduction Act which allowed Medicare to negotiate drug prices.",https://juliabrownley.house.gov/brownley-remarks-at-press-conference-on-medicaid-cuts/,https://juliabrownley.house.gov/brownley-stands-up-for-seniors-works-to-stop-cuts-to-medicare-advantage/,https://justfacts.votesmart.org/candidate/political-courage-test/59904/julia-brownley
Julia Brownley,,fossil-fuels,2,"Served on the House Select Committee on the Climate Crisis. Opposed Trump's plan to allow new oil and gas drilling off the California Coast. Introduced the Green Energy for Federal Buildings Act requiring 100% renewable by 2050 and the Green Federal Fleet Act requiring zero-emission federal vehicles. Does NOT support the Green New Deal. Her position is to stop new fossil fuel permits while transitioning to clean energy.",https://juliabrownley.house.gov/issues/energy-and-environment/,https://juliabrownley.house.gov/brownley-introduces-legislation-to-make-the-federal-government-a-zero-emission-leader/,https://juliabrownley.house.gov/brownley-statement-on-the-climate-crisis-and-trumps-attack-on-environmental-protections/
Julia Brownley,,voting-rights,2,"Authored the Same Day Registration Act (H.R. 93) requiring all states to allow same-day voter registration for federal elections. Voted for H.R. 1 (For the People Act) which includes expanded early and mail-in voting, automatic voter registration, and prohibitions on voter roll purges. Co-authored legislation to end partisan gerrymandering.",https://juliabrownley.house.gov/house-passes-brownley-bills-to-strengthen-democracy-as-part-of-h-r-1/,https://juliabrownley.house.gov/2021-legislative-accomplishments/,https://juliabrownley.house.gov/brownley-and-new-house-democratic-majority-introduce-historic-anti-corruption-and-fair-election-reforms-including-end-to-partisan-gerrymandering/
Julia Brownley,,deportation,2,"In Jan 2026 held a press conference condemning ICE's 'brutality and lawlessness,' demanding 'an end to the detention and deportation of U.S. citizens, asylum seekers, refugees, and immigrants without due process.' Supports the DREAM Act for path to citizenship. Voted NO on granting ICE billions without oversight. Her framing is about due process and targeting violent offenders, not stopping all deportations.",https://juliabrownley.house.gov/brownley-remarks-at-press-conference-on-ice-brutality-and-lawlessness/,https://juliabrownley.house.gov/holding-ice-accountable/,https://act.juliabrownley.com/page/s/call-on-congress-to-pass-the-dream-act
Julia Brownley,,social-security,2,"Rated 100% by both the Alliance for Retired Americans and the National Committee to Preserve Social Security and Medicare. In March 2025 held a press conference denouncing Trump/DOGE attacks on Social Security, saying 'more than 70 million Americans rely on Social Security' and 'without Social Security, one in three Americans would be pushed into poverty.' Introduced bills to protect SSA from government shutdowns.",https://juliabrownley.house.gov/brownley-remarks-at-press-conference-on-attacks-on-social-security/,https://justfacts.votesmart.org/candidate/political-courage-test/59904/julia-brownley,https://juliabrownley.house.gov/issues/seniors-issues/
Julia Brownley,,climate-change,3,"Served on the House Select Committee on the Climate Crisis and contributed to the 2020 Climate Crisis Action Plan. Supports 'strategic investments in clean, renewable, and sustainable energy' but does NOT support the Green New Deal. Her Green Energy for Federal Buildings Act targets 100% renewable by 2050 (not 2030). Voted for the Inflation Reduction Act's climate provisions. Opposes new offshore drilling.",https://juliabrownley.house.gov/congresswoman-brownley-and-the-select-committee-on-the-climate-crisis-release-house-climate-crisis-action-plan/,https://juliabrownley.house.gov/issues/environment/,https://juliabrownley.house.gov/brownley-statement-on-the-climate-crisis-and-trumps-attack-on-environmental-protections/
Julia Brownley,,civil-rights,2,"Voted for the Equality Act (H.R. 5, 117th Congress) to expand civil rights protections to LGBTQ people. Named a 'Trans Equality Champion' by Advocates for Trans Equality for the 118th Congress. Cosponsored the Transgender Bill of Rights. States it is her 'duty to honor, respect, and protect the Constitutional rights of all Americans.'",https://juliabrownley.house.gov/issues/civil-rights-civil-rights/,https://transequality.org/news/advocates-trans-equality-unveils-118th-congressional-champions-list,https://www.congress.gov/bill/117th-congress/house-bill/5
Julia Brownley,,housing,2,"Extensively worked on housing issues particularly for veterans. Introduced the Homeless Veteran Families Act (H.R. 4099) and secured millions in HUD funding for Ventura County affordable housing programs. Introduced the Mortgage Insurance Tax Deduction Act and Mortgage Debt Forgiveness Act. Voted for Build Back Better which included significant affordable housing investments.",https://juliabrownley.house.gov/issues/housing/,https://juliabrownley.house.gov/brownley-disaster-relief-bills-included-in-fema-reform-package/,https://juliabrownley.house.gov/brownley-applauds-house-passage-of-the-build-back-better-act/
Julia Brownley,,campaign-finance,2,"Voted for H.R. 1 (For the People Act) described as legislation to 'fight special interests, take money out of politics, and finally put the power of our democracy back in the hands of the people.' In 2014 joined colleagues supporting a constitutional amendment to 'allow Congress and the states to set reasonable limits on money in politics' to overturn Citizens United.",https://juliabrownley.house.gov/brownley-and-new-house-democratic-majority-introduce-historic-anti-corruption-and-fair-election-reforms-including-end-to-partisan-gerrymandering/,https://juliabrownley.house.gov/issues/campaign-finance-reform/,
Julia Brownley,,immigration,2,"Supports the DREAM Act and DACA. Invited a DREAMer as her guest to the 2017 SOTU. Supports comprehensive immigration reform. In 2026 condemned ICE raids, demanded end to warrantless arrests and raids on churches/schools, and called for 'humane conditions in detention centers.' Advocates significantly increasing legal pathways and providing paths to citizenship while opposing mass enforcement.",https://juliabrownley.house.gov/brownley-remarks-at-press-conference-on-ice-brutality-and-lawlessness/,https://juliabrownley.house.gov/tag/immigration/,https://act.juliabrownley.com/page/s/call-on-congress-to-pass-the-dream-act
Julia Brownley,,misinformation,2,"Voted for H.R. 1 (For the People Act) which includes extensive disclosure requirements for political advertising—including digital ads—to 'shine a light on dark money' and requires organizations involved in political activity to disclose donors. Supports transparency and disclosure requirements for campaign-related content.",https://juliabrownley.house.gov/house-passes-brownley-bills-to-strengthen-democracy-as-part-of-h-r-1/,https://juliabrownley.house.gov/brownley-and-new-house-democratic-majority-introduce-historic-anti-corruption-and-fair-election-reforms-including-end-to-partisan-gerrymandering/,
Julia Brownley,,redistricting,1,"Co-authored legislation with Reps. Lofgren and Lowenthal specifically requiring all states to adopt independent citizen redistricting commissions modeled on California's system. This bill was included in H.R. 1 (For the People Act). Explicitly stated this legislation would 'end partisan gerrymandering' and make 'politicians more accountable to the voters.' This is one of her signature democracy reform issues.",https://juliabrownley.house.gov/house-passes-brownley-bills-to-strengthen-democracy-as-part-of-h-r-1/,https://juliabrownley.house.gov/house-administration-committee-passes-brownley-bills-to-strengthen-democracy-as-part-of-h-r-1/,https://juliabrownley.house.gov/brownley-and-new-house-democratic-majority-introduce-historic-anti-corruption-and-fair-election-reforms-including-end-to-partisan-gerrymandering/
